timestamp,elapsed_s,plc,sensor,alert_type,z_score,rolling_var,baseline_var,confidence
1663327092.0,214.41257,PLC1,tank_level_max(4),cross_layer,,0.03712742,0.874704,medium
1663327112.0,234.36929,PLC1,tank_level_value(2),cross_layer,,0.083317474,1.677247,medium
1663327116.0,238.982079,PLC1,tank_level_min(3),cross_layer,,0.049312467,1.040437,medium
1663327117.0,239.404466,PLC1,tank_level_value(2),cross_layer,,0.07706937,1.677247,medium
1663327121.0,243.984087,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327121.0,244.184013,PLC1,tank_level_max(4),cross_layer,,0.043254135,0.874704,medium
1663327126.0,249.180537,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327127.0,249.440084,PLC1,tank_level_max(4),cross_layer,,0.034553043,0.874704,medium
1663327131.0,254.1973,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327137.0,259.371528,PLC1,tank_level_min(3),cross_layer,,0.002867572,1.040437,high
1663327138.0,260.596411,PLC1,tank_input_valve_status(0),cross_layer,,0.006622222,0.227164,medium
1663327143.0,265.777999,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327148.0,270.80316,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327153.0,275.983867,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327158.0,281.002093,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327163.0,286.184934,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327184.0,306.783386,PLC1,tank_level_value(2),cross_layer,,0.082317861,1.677247,medium
1663327189.0,311.797093,PLC1,tank_level_value(2),cross_layer,,0.071123976,1.677247,medium
1663327204.0,327.199299,PLC1,tank_level_max(4),cross_layer,,0.04106449,0.874704,medium
1663327238.0,360.765032,PLC1,tank_level_value(2),cross_layer,,0.083558303,1.677247,medium
1663327243.0,365.791478,PLC1,tank_level_value(2),cross_layer,,0.075825129,1.677247,medium
1663327265.0,387.413869,PLC1,tank_level_max(4),cross_layer,,0.038631587,0.874704,medium
1663327267.0,390.18857,PLC1,tank_level_value(2),cross_layer,,0.082918751,1.677247,medium
1663327270.0,392.426784,PLC1,tank_level_max(4),cross_layer,,0.00426665,0.874704,high
1663327273.0,395.376325,PLC1,tank_level_value(2),cross_layer,,0.074833742,1.677247,medium
1663327275.0,397.593271,PLC1,tank_level_max(4),cross_layer,,0.004326779,0.874704,high
1663327280.0,402.788778,PLC1,tank_level_max(4),cross_layer,,0.004134011,0.874704,high
1663327285.0,407.802541,PLC1,tank_level_max(4),cross_layer,,0.003687909,0.874704,high
1663327290.0,412.975269,PLC1,tank_level_max(4),cross_layer,,0.023222797,0.874704,medium
1663327319.0,442.183839,PLC1,tank_level_min(3),cross_layer,,0.040490511,1.040437,medium
1663327324.0,446.781209,PLC1,tank_level_value(2),cross_layer,,0.08381596,1.677247,medium
1663327325.0,447.407338,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327329.0,451.798278,PLC1,tank_level_value(2),cross_layer,,0.063421868,1.677247,medium
1663327330.0,452.599855,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327334.0,456.989019,PLC1,tank_level_value(2),cross_layer,,0.070981816,1.677247,medium
1663327335.0,457.791035,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327349.0,471.782657,PLC1,tank_input_valve_status(0),cross_layer,,0.0099,0.227164,medium
1663327354.0,476.973606,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327359.0,481.978644,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327364.0,486.990449,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327369.0,492.171138,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327374.0,497.188445,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327380.0,502.372155,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327385.0,507.395353,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327390.0,512.577494,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327395.0,517.584244,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327398.0,520.986876,PLC1,tank_level_min(3),cross_layer,,0.048986644,1.040437,medium
1663327400.0,522.783349,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327403.0,526.183222,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327408.0,531.188748,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327413.0,536.195963,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327418.0,541.186472,PLC1,tank_level_value(2),cross_layer,,0.08300297,1.677247,medium
1663327419.0,541.38386,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327423.0,546.192939,PLC1,tank_level_value(2),cross_layer,,0.072144729,1.677247,medium
1663327424.0,546.40806,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327429.0,551.57471,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327434.0,556.588723,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327439.0,561.593857,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327444.0,566.795432,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327449.0,571.997279,PLC1,tank_level_min(3),cross_layer,,0.00414513,1.040437,high
1663327454.0,577.160511,PLC1,tank_level_min(3),cross_layer,,0.00917301,1.040437,medium
1663327459.0,582.177867,PLC1,tank_level_min(3),cross_layer,,0.012985633,1.040437,medium
1663327462.0,585.162392,PLC1,tank_input_valve_status(0),cross_layer,,0.009867441,0.227164,medium
1663327464.0,587.199461,PLC1,tank_level_min(3),cross_layer,,0.015812903,1.040437,medium
1663327467.0,590.191326,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327470.0,592.407656,PLC1,tank_level_min(3),cross_layer,,0.01763885,1.040437,medium
1663327472.0,595.195903,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327472.0,595.195903,PLC1,tank_level_max(4),cross_layer,,0.020893113,0.874704,medium
1663327475.0,597.413563,PLC1,tank_level_min(3),cross_layer,,0.050534445,1.040437,medium
1663327477.0,600.196239,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327477.0,600.196239,PLC1,tank_level_max(4),cross_layer,,0.009466512,0.874704,medium
1663327482.0,605.199963,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327482.0,605.199963,PLC1,tank_level_max(4),cross_layer,,0.010139887,0.874704,medium
1663327522.0,644.373688,PLC1,tank_level_value(2),cross_layer,,0.083350465,1.677247,medium
1663327527.0,649.561681,PLC1,tank_level_value(2),cross_layer,,0.07603429,1.677247,medium
1663327545.0,667.410654,PLC1,tank_level_max(4),cross_layer,,0.040512833,0.874704,medium
1663327545.0,667.983162,PLC1,tank_input_valve_status(0),cross_layer,,0.0099,0.227164,medium
1663327550.0,672.58907,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663327550.0,672.989153,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327555.0,677.776065,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663327555.0,677.989198,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327560.0,682.798261,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663327560.0,683.184134,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327565.0,687.981319,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663327566.0,688.405237,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327570.0,693.182798,PLC1,tank_level_max(4),cross_layer,,0.00193036,0.874704,high
1663327571.0,693.405748,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327576.0,698.402898,PLC1,tank_level_max(4),cross_layer,,0.017032084,0.874704,medium
1663327576.0,698.597518,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327581.0,703.578209,PLC1,tank_level_max(4),cross_layer,,0.036290571,0.874704,medium
1663327581.0,703.786849,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327586.0,708.980736,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327591.0,714.19914,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327597.0,719.412709,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327602.0,724.572558,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327607.0,729.583314,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327612.0,734.593528,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327621.0,744.191088,PLC1,tank_level_max(4),cross_layer,,0.043052782,0.874704,medium
1663327627.0,749.405638,PLC1,tank_level_max(4),cross_layer,,0.019911969,0.874704,medium
1663327630.0,752.597693,PLC1,tank_level_value(2),cross_layer,,0.083380259,1.677247,medium
1663327632.0,754.572628,PLC1,tank_level_max(4),cross_layer,,0.002306881,0.874704,high
1663327635.0,757.779905,PLC1,tank_level_value(2),cross_layer,,0.07013237,1.677247,medium
1663327637.0,759.577677,PLC1,tank_level_max(4),cross_layer,,0.00042008,0.874704,high
1663327642.0,764.780795,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663327647.0,769.976517,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663327652.0,774.982448,PLC1,tank_level_max(4),cross_layer,,0.005891577,0.874704,medium
1663327669.0,792.199817,PLC1,tank_level_min(3),cross_layer,,0.030363986,1.040437,medium
1663327672.0,794.594565,PLC1,tank_input_valve_status(0),cross_layer,,0.006622222,0.227164,medium
1663327675.0,797.39692,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327677.0,799.599531,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327680.0,802.572529,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327682.0,804.797898,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327685.0,807.603816,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327687.0,809.985708,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327692.0,815.18522,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327698.0,820.39943,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327703.0,825.410828,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327708.0,830.588657,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327713.0,835.781796,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327715.0,837.393008,PLC1,tank_level_max(4),cross_layer,,0.031289813,0.874704,medium
1663327720.0,842.4014,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663327750.0,872.585382,PLC1,tank_level_value(2),cross_layer,,0.083731269,1.677247,medium
1663327755.0,877.600117,PLC1,tank_level_value(2),cross_layer,,0.075238686,1.677247,medium
1663327776.0,899.202778,PLC1,tank_input_valve_status(0),cross_layer,,0.0099,0.227164,medium
1663327780.0,902.781215,PLC1,tank_level_max(4),cross_layer,,0.032449104,0.874704,medium
1663327782.0,904.400742,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327785.0,907.990242,PLC1,tank_level_max(4),cross_layer,,0.021390795,0.874704,medium
1663327787.0,909.589431,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327790.0,913.000845,PLC1,tank_level_max(4),cross_layer,,0.02290628,0.874704,medium
1663327792.0,914.788595,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327795.0,918.18492,PLC1,tank_level_max(4),cross_layer,,0.024346081,0.874704,medium
1663327797.0,919.792,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327802.0,924.998714,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327807.0,930.176155,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327813.0,935.384388,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327818.0,940.572937,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327823.0,945.587625,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327828.0,950.592968,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327833.0,955.775021,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327838.0,960.787576,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327843.0,965.794302,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327848.0,970.992734,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327850.0,972.583148,PLC1,tank_level_min(3),cross_layer,,0.050411919,1.040437,medium
1663327853.0,976.173739,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327855.0,977.584176,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327858.0,981.18152,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327860.0,982.764476,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327864.0,986.374825,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327865.0,987.984575,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327869.0,991.383922,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327870.0,993.17799,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327874.0,996.400184,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327875.0,998.181983,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327879.0,1001.597118,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327881.0,1003.408966,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663327884.0,1006.598087,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327886.0,1008.575621,PLC1,tank_level_min(3),cross_layer,,0.013018651,1.040437,medium
1663327889.0,1011.789855,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327891.0,1013.580701,PLC1,tank_level_min(3),cross_layer,,0.024726071,1.040437,medium
1663327894.0,1016.99048,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327896.0,1018.585475,PLC1,tank_level_min(3),cross_layer,,0.033965072,1.040437,medium
1663327899.0,1021.999342,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327901.0,1023.586104,PLC1,tank_level_min(3),cross_layer,,0.04935225,1.040437,medium
1663327914.0,1036.801941,PLC1,tank_level_max(4),cross_layer,,0.038043722,0.874704,medium
1663327919.0,1041.979894,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663327920.0,1042.984244,PLC1,tank_level_value(2),cross_layer,,0.08372159,1.677247,medium
1663327924.0,1046.99419,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663327925.0,1047.988873,PLC1,tank_level_value(2),cross_layer,,0.07225196,1.677247,medium
1663327963.0,1086.183889,PLC1,tank_level_value(2),cross_layer,,0.082973523,1.677247,medium
1663327968.0,1091.190125,PLC1,tank_level_value(2),cross_layer,,0.066650981,1.677247,medium
1663327974.0,1096.38294,PLC1,tank_level_value(2),cross_layer,,0.078164463,1.677247,medium
1663327983.0,1105.575509,PLC1,tank_level_max(4),cross_layer,,0.040785476,0.874704,medium
1663327988.0,1110.589808,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663327989.0,1111.991646,PLC1,tank_input_valve_status(0),cross_layer,,0.0099,0.227164,medium
1663327994.0,1117.173433,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663327997.0,1119.994398,PLC1,tank_level_min(3),cross_layer,,0.00018144,1.040437,high
1663327999.0,1122.173686,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328002.0,1125.180517,PLC1,tank_level_min(3),cross_layer,,0.000208706,1.040437,high
1663328004.0,1127.187536,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328008.0,1130.394135,PLC1,tank_level_min(3),cross_layer,,0.000943441,1.040437,high
1663328010.0,1132.400067,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328013.0,1135.39711,PLC1,tank_level_min(3),cross_layer,,0.017300185,1.040437,medium
1663328015.0,1137.588356,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328018.0,1140.576915,PLC1,tank_level_min(3),cross_layer,,0.037959149,1.040437,medium
1663328020.0,1142.598278,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328025.0,1147.777563,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328030.0,1152.785955,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328035.0,1157.996799,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328040.0,1163.189679,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328046.0,1168.382301,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328051.0,1173.411252,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328051.0,1173.965194,PLC1,tank_level_max(4),cross_layer,,0.031829723,0.874704,medium
1663328056.0,1178.979805,PLC1,tank_level_max(4),cross_layer,,0.000403406,0.874704,high
1663328061.0,1183.985967,PLC1,tank_level_max(4),cross_layer,,0.002686482,0.874704,high
1663328066.0,1188.992704,PLC1,tank_level_max(4),cross_layer,,0.004540938,0.874704,medium
1663328069.0,1191.583092,PLC1,tank_level_value(2),cross_layer,,0.083439339,1.677247,medium
1663328071.0,1194.181979,PLC1,tank_level_max(4),cross_layer,,0.019272546,0.874704,medium
1663328074.0,1196.592329,PLC1,tank_level_value(2),cross_layer,,0.073452875,1.677247,medium
1663328112.0,1234.600323,PLC1,tank_input_valve_status(0),cross_layer,,0.0099,0.227164,medium
1663328117.0,1239.789364,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328122.0,1244.790835,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328127.0,1249.800284,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328132.0,1254.984096,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328135.0,1257.977678,PLC1,tank_level_min(3),cross_layer,,0.05015026,1.040437,medium
1663328140.0,1262.982147,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663328145.0,1267.992356,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663328150.0,1273.186921,PLC1,tank_level_min(3),cross_layer,,0.0,1.040437,high
1663328156.0,1278.380534,PLC1,tank_level_min(3),cross_layer,,3.2814e-05,1.040437,high
1663328159.0,1281.989108,PLC1,tank_level_max(4),cross_layer,,0.031335893,0.874704,medium
1663328161.0,1283.397114,PLC1,tank_level_min(3),cross_layer,,6.7263e-05,1.040437,high
1663328164.0,1287.181211,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663328166.0,1288.594706,PLC1,tank_level_min(3),cross_layer,,0.004982024,1.040437,high
1663328169.0,1291.407972,PLC1,tank_level_value(2),cross_layer,,0.083478124,1.677247,medium
1663328169.0,1292.184493,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663328171.0,1293.794873,PLC1,tank_level_min(3),cross_layer,,0.010065789,1.040437,medium
1663328174.0,1296.563614,PLC1,tank_level_value(2),cross_layer,,0.063842578,1.677247,medium
1663328174.0,1297.188433,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663328179.0,1301.59682,PLC1,tank_level_value(2),cross_layer,,0.061168581,1.677247,medium
1663328179.0,1302.193704,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663328184.0,1306.780888,PLC1,tank_level_value(2),cross_layer,,0.08364984,1.677247,medium
1663328184.0,1307.193922,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663328190.0,1312.403979,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663328195.0,1317.576728,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663328195.0,1317.784204,PLC1,tank_input_valve_status(0),cross_layer,,0.0099,0.227164,medium
1663328200.0,1322.589116,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663328200.0,1322.985339,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328205.0,1327.795726,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663328205.0,1328.178498,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328210.0,1332.991945,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663328211.0,1333.372328,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
1663328215.0,1338.18079,PLC1,tank_level_max(4),cross_layer,,0.0,0.874704,high
1663328216.0,1338.38543,PLC1,tank_input_valve_status(0),cross_layer,,0.0,0.227164,high
